"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"57","590846.480000","remote ()","0.002000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"149","590847.495000","remote ()","0.004000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"250","590848.364000","remote ()","0.009000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"270","590849.380000","remote ()","0.019000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"302","590850.396000","remote ()","0.015000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"364","590851.555000","remote ()","0.004000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"451","590852.424000","remote ()","0.026000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"615","590853.584000","remote ()","0.043000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"652","590854.599000","remote ()","0.075000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"663","590855.469000","remote ()","0.055000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"729","590856.630000","remote ()","0.007000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"748","590857.498000","remote ()","0.029000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"948","590858.658000","remote ()","0.101000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"961","590859.529000","remote ()","0.006000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"987","590860.688000","remote ()","0.049000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1004","590861.561000","remote ()","0.018000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1135","590862.720000","remote ()","0.004000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1281","590863.590000","remote ()","0.251000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1293","590864.749000","remote ()","0.205000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1307","590865.618000","remote ()","0.203000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1321","590866.779000","remote ()","0.159000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1341","590867.650000","remote ()","0.003000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1427","590868.664000","remote ()","0.482000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1430","590868.808000","remote ()","0.028000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0021 (Unknown)"
"1431","590868.808000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0021 (Unknown)"
"1433","590869.099000","remote ()","0.206000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0021 (Unknown)"
"1434","590869.099000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0021 (Unknown)"
"1435","590869.102000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1436","590869.340000","controller","0.238000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1440","590869.680000","remote ()","0.003000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1446","590870.694000","remote ()","0.107000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1451","590871.484000","localhost ()","0.346000","remote ()","ATT","20","Sent Handle Value Notification, Handle: 0x0036 (Unknown)"
"1462","590871.578000","controller","0.079000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1476","590871.710000","remote ()","0.011000","localhost ()","ATT","30","Rcvd Write Request, Handle: 0x0033 (Unknown)"
"1477","590871.710000","remote ()","0.000000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1478","590871.713000","localhost ()","0.003000","remote ()","ATT","10","Sent Write Response, Handle: 0x0033 (Unknown)"
"1479","590871.713000","localhost ()","0.000000","remote ()","ATT","127","Sent Handle Value Notification, Handle: 0x0039 (Unknown)"
"1493","590871.854000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1494","590871.916000","controller","0.062000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1610","590872.725000","remote ()","0.003000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1753","590873.739000","remote ()","0.120000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1756","590874.609000","remote ()","0.051000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1765","590875.771000","remote ()","0.013000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1772","590876.641000","remote ()","0.006000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1852","590877.799000","remote ()","0.004000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1862","590878.669000","remote ()","0.523000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1869","590879.829000","remote ()","0.212000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1876","590880.698000","remote ()","0.167000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1881","590881.714000","remote ()","0.272000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2000","590882.730000","remote ()","0.004000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2117","590883.744000","remote ()","0.108000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2123","590884.904000","remote ()","0.059000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2129","590885.774000","remote ()","0.377000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2141","590886.934000","remote ()","0.060000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2223","590887.805000","remote ()","0.005000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2229","590888.819000","remote ()","0.095000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2238","590889.979000","remote ()","0.004000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2245","590890.994000","remote ()","0.112000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2249","590891.864000","remote ()","0.431000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2480","590893.026000","remote ()","0.018000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2484","590893.894000","remote ()","0.319000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
