"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"177","588473.419000","localhost ()","0.000000","remote ()","ATT","32","Sent Handle Value Notification, Handle: 0x0020 (Unknown)"
"212","588473.539000","controller","0.007000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"229","588473.677000","remote ()","0.106000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"238","588474.410000","localhost ()","0.053000","remote ()","ATT","32","Sent Handle Value Notification, Handle: 0x0020 (Unknown)"
"241","588474.556000","controller","0.081000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"246","588474.693000","remote ()","0.016000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"297","588475.402000","localhost ()","0.131000","remote ()","ATT","32","Sent Handle Value Notification, Handle: 0x0020 (Unknown)"
"298","588475.713000","controller","0.311000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"299","588475.852000","remote ()","0.139000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"306","588476.404000","localhost ()","0.078000","remote ()","ATT","32","Sent Handle Value Notification, Handle: 0x0020 (Unknown)"
"310","588476.722000","remote ()","0.233000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"311","588476.786000","controller","0.064000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"320","588477.401000","localhost ()","0.051000","remote ()","ATT","32","Sent Handle Value Notification, Handle: 0x0020 (Unknown)"
"323","588477.738000","remote ()","0.045000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"324","588477.889000","controller","0.151000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"400","588478.401000","localhost ()","0.043000","remote ()","ATT","32","Sent Handle Value Notification, Handle: 0x0020 (Unknown)"
"401","588478.613000","controller","0.212000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"405","588478.753000","remote ()","0.071000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"413","588479.405000","localhost ()","0.126000","remote ()","ATT","32","Sent Handle Value Notification, Handle: 0x0020 (Unknown)"
"417","588479.767000","remote ()","0.219000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"418","588479.775000","controller","0.008000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"428","588480.409000","localhost ()","0.232000","remote ()","ATT","32","Sent Handle Value Notification, Handle: 0x0020 (Unknown)"
"432","588480.723000","controller","0.278000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"434","588480.782000","remote ()","0.059000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
