"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"11","132920.778000","remote ()","0.034000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"12","132920.778000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"13","132921.025000","controller","0.247000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"834","132950.748000","remote ()","0.018000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"835","132950.749000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"838","132951.001000","controller","0.237000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"841","132951.019000","remote ()","0.016000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"842","132951.019000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"845","132951.292000","controller","0.258000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1825","132980.989000","remote ()","0.849000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1826","132980.989000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1827","132981.258000","remote ()","0.269000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1828","132981.258000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1829","132981.261000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1830","132981.646000","controller","0.385000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1881","133011.094000","remote ()","6.541000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1882","133011.094000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1883","133011.364000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1884","133011.364000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1885","133011.367000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1886","133011.783000","controller","0.416000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3692","133041.335000","remote ()","0.012000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3693","133041.335000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3739","133041.536000","controller","0.034000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3741","133041.605000","remote ()","0.069000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3742","133041.605000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3745","133041.844000","controller","0.110000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4809","133071.170000","remote ()","1.402000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4810","133071.170000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4813","133071.439000","remote ()","0.150000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4814","133071.439000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4815","133071.441000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4816","133071.815000","controller","0.374000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5555","133101.275000","remote ()","0.245000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5556","133101.275000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5558","133101.544000","remote ()","0.143000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5559","133101.544000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5560","133101.547000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5562","133101.964000","controller","0.312000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
