"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"182","72482.869000","remote ()","0.295000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"183","72482.869000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"184","72483.160000","remote ()","0.291000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"185","72483.160000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"186","72483.164000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"187","72483.450000","remote ()","0.286000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"188","72483.450000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"189","72483.454000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"190","72483.598000","controller","0.144000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"192","72483.740000","remote ()","0.142000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"193","72483.740000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"194","72483.884000","remote ()","0.144000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"195","72484.034000","controller","0.150000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"321","72487.943000","remote ()","0.040000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"326","72489.974000","remote ()","0.309000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"641","72498.239000","remote ()","0.514000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"644","72500.269000","remote ()","0.510000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"967","72506.359000","remote ()","0.554000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"970","72507.230000","remote ()","0.413000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"972","72508.390000","remote ()","0.553000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"975","72509.260000","remote ()","0.421000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1208","72513.319000","remote ()","0.104000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1286","72515.349000","remote ()","0.082000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1309","72516.219000","remote ()","0.332000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1492","72522.310000","remote ()","0.374000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1574","72524.484000","remote ()","0.509000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1648","72526.517000","remote ()","0.028000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1653","72529.560000","remote ()","0.540000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1810","72531.592000","remote ()","0.017000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1813","72532.460000","remote ()","0.413000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1815","72533.475000","remote ()","0.409000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1818","72535.505000","remote ()","0.427000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2361","72552.615000","remote ()","0.380000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2365","72554.645000","remote ()","0.386000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2368","72555.660000","remote ()","0.389000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2446","72560.734000","remote ()","0.413000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2681","72565.955000","remote ()","0.595000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2753","72567.840000","remote ()","0.049000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2756","72568.855000","remote ()","0.467000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2916","72572.915000","remote ()","0.507000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2918","72574.075000","remote ()","0.654000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"2999","72581.036000","remote ()","0.478000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"3211","72587.270000","remote ()","0.632000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"3289","72590.025000","remote ()","0.286000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"3451","72595.101000","remote ()","0.353000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"3626","72599.162000","remote ()","0.002000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"3784","72602.351000","remote ()","0.570000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"3806","72608.440000","remote ()","0.612000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"4029","72612.500000","remote ()","0.652000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"4035","72614.530000","remote ()","0.661000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
