"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"34","70717.643000","localhost ()","0.417000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"215","70718.210000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"265","70718.355000","remote ()","0.035000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"266","70718.359000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"269","70718.644000","remote ()","0.210000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"271","70718.645000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"272","70718.648000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"274","70718.835000","controller","0.187000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"281","70719.225000","remote ()","0.058000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"284","70719.371000","remote ()","0.044000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"285","70719.375000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"286","70719.516000","remote ()","0.141000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"287","70719.518000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"288","70719.519000","remote ()","0.001000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"289","70719.660000","remote ()","0.141000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"290","70719.663000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"291","70719.667000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"292","70719.806000","remote ()","0.139000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"293","70719.808000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"294","70719.809000","remote ()","0.001000","localhost ()","ATT","53","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"297","70719.953000","remote ()","0.005000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"301","70720.804000","localhost ()","0.180000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"303","70720.908000","controller","0.099000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"306","70720.964000","remote ()","0.044000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"307","70720.967000","localhost ()","0.003000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"308","70720.968000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"309","70720.969000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"310","70720.970000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"311","70720.972000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"312","70720.974000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"313","70720.975000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
