"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"49","80654.855000","remote ()","0.051000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"67","80656.993000","localhost ()","0.085000","remote ()","ATT","20","Sent Handle Value Notification, Handle: 0x0028 (Unknown)"
"78","80657.031000","remote ()","0.025000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"79","80657.105000","controller","0.074000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"90","80657.178000","remote ()","0.010000","localhost ()","ATT","30","Rcvd Write Request, Handle: 0x0025 (Unknown)"
"91","80657.180000","localhost ()","0.002000","remote ()","ATT","10","Sent Write Response, Handle: 0x0025 (Unknown)"
"92","80657.181000","localhost ()","0.001000","remote ()","ATT","106","Sent Handle Value Notification, Handle: 0x002b (Unknown)"
"108","80657.323000","controller","0.006000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"109","80657.323000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"279","80660.173000","localhost ()","0.032000","remote ()","ATT","20","Sent Handle Value Notification, Handle: 0x0028 (Unknown)"
"307","80660.378000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"317","80660.512000","remote ()","0.016000","localhost ()","ATT","30","Rcvd Write Request, Handle: 0x0025 (Unknown)"
"318","80660.515000","localhost ()","0.003000","remote ()","ATT","10","Sent Write Response, Handle: 0x0025 (Unknown)"
"319","80660.515000","localhost ()","0.000000","remote ()","ATT","91","Sent Handle Value Notification, Handle: 0x002b (Unknown)"
"324","80660.657000","controller","0.039000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"325","80660.657000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"511","80668.920000","remote ()","0.107000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"526","80675.011000","remote ()","0.182000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"533","80677.040000","remote ()","0.156000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"700","80682.260000","remote ()","0.777000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"710","80685.615000","localhost ()","0.248000","remote ()","ATT","20","Sent Handle Value Notification, Handle: 0x0028 (Unknown)"
"748","80686.100000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"750","80686.175000","remote ()","0.059000","localhost ()","ATT","30","Rcvd Write Request, Handle: 0x0025 (Unknown)"
