"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"48","69415.235000","remote ()","0.016000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"51","69415.420000","localhost ()","0.140000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"52","69415.537000","controller","0.117000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"54","69415.667000","remote ()","0.130000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"55","69415.672000","localhost ()","0.005000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"56","69415.826000","controller","0.154000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"59","69415.957000","remote ()","0.118000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"61","69415.958000","localhost ()","0.001000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"63","69416.167000","controller","0.206000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"67","69416.827000","remote ()","0.076000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"68","69416.831000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"98","69416.974000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"101","69416.977000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"102","69416.977000","remote ()","0.000000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"171","69417.120000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"172","69417.121000","remote ()","0.001000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"175","69417.123000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"178","69417.264000","remote ()","0.097000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"179","69417.265000","remote ()","0.001000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"180","69417.269000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"184","69417.409000","remote ()","0.053000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"185","69417.410000","remote ()","0.001000","localhost ()","ATT","127","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"186","69417.412000","remote ()","0.002000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"196","69418.135000","remote ()","0.013000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"201","69418.362000","localhost ()","0.061000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"203","69418.573000","remote ()","0.190000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"204","69418.573000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"205","69418.575000","controller","0.002000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"208","69418.581000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"209","69418.582000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"210","69418.582000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"211","69418.583000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"212","69418.583000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"213","69418.584000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"214","69418.584000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"215","69418.584000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"216","69418.585000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"217","69418.585000","localhost ()","0.000000","remote ()","ATT","75","Sent Write Command, Handle: 0x0012 (Unknown)"
"218","69418.585000","localhost ()","0.000000","remote ()","ATT","14","Sent Write Command, Handle: 0x0012 (Unknown)"
"222","69418.606000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"223","69418.606000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"238","69418.637000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
