"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"711","135477.159000","remote ()","0.054000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"712","135477.159000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"713","135477.429000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"714","135477.429000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"715","135477.433000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"716","135477.715000","controller","0.282000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1874","135507.266000","remote ()","0.029000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1875","135507.266000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1877","135507.534000","remote ()","0.119000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1878","135507.534000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1879","135507.538000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1882","135507.782000","controller","0.178000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2881","135537.368000","remote ()","0.033000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2882","135537.369000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2884","135537.619000","controller","0.248000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2886","135537.640000","remote ()","0.021000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2887","135537.640000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2892","135538.112000","controller","0.153000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3900","135567.475000","remote ()","0.293000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3901","135567.475000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3904","135567.745000","remote ()","0.197000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3905","135567.745000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3906","135567.748000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3908","135568.097000","controller","0.249000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
