"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"333","80509.422000","remote ()","0.019000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"346","80511.450000","remote ()","0.266000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"390","80518.412000","remote ()","0.009000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"587","80527.545000","remote ()","0.349000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"756","80530.445000","remote ()","0.153000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"761","80531.605000","remote ()","0.074000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"763","80532.475000","remote ()","0.340000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"769","80534.507000","remote ()","0.016000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"778","80536.680000","remote ()","0.355000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"943","80539.580000","remote ()","0.386000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"957","80542.770000","remote ()","0.037000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1012","80546.830000","remote ()","0.241000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1016","80547.481000","localhost ()","0.017000","remote ()","ATT","20","Sent Handle Value Notification, Handle: 0x0028 (Unknown)"
"1042","80547.716000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1062","80547.845000","remote ()","0.000000","localhost ()","ATT","30","Rcvd Write Request, Handle: 0x0025 (Unknown)"
"1063","80547.847000","localhost ()","0.002000","remote ()","ATT","10","Sent Write Response, Handle: 0x0025 (Unknown)"
"1064","80547.848000","localhost ()","0.001000","remote ()","ATT","103","Sent Handle Value Notification, Handle: 0x002b (Unknown)"
