"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"39","66905.209000","localhost ()","0.257000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"44","66905.846000","remote ()","0.266000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"45","66905.850000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"46","66905.853000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"72","66905.992000","controller","0.005000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"142","66906.136000","remote ()","0.001000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"145","66906.137000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"155","66906.281000","remote ()","0.121000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"156","66906.285000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"157","66906.427000","remote ()","0.142000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"158","66906.429000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"159","66906.433000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"160","66906.434000","controller","0.001000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"162","66906.572000","remote ()","0.116000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"163","66906.574000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"164","66906.577000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"166","66906.717000","remote ()","0.038000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"167","66906.719000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"168","66906.721000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"169","66906.862000","remote ()","0.141000","localhost ()","ATT","22","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"170","66906.862000","remote ()","0.000000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"173","66907.005000","remote ()","0.081000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"182","66908.096000","localhost ()","0.088000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"183","66908.192000","controller","0.096000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"185","66908.311000","remote ()","0.119000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"186","66908.314000","localhost ()","0.003000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"187","66908.314000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"188","66908.315000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"189","66908.316000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"190","66908.317000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"191","66908.319000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"192","66908.320000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"193","66908.321000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"194","66908.322000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"195","66908.322000","localhost ()","0.000000","remote ()","ATT","43","Sent Write Command, Handle: 0x0012 (Unknown)"
"196","66908.322000","localhost ()","0.000000","remote ()","ATT","14","Sent Write Command, Handle: 0x0012 (Unknown)"
"200","66908.459000","controller","0.006000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"201","66908.459000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"202","66908.545000","controller","0.086000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"210","66908.604000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"285","66908.758000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"288","66908.762000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"290","66908.762000","controller","0.000000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"302","66908.789000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"319","66908.818000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"322","66908.822000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"323","66908.822000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"324","66908.822000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"337","66908.847000","remote ()","0.003000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"365","66909.241000","remote ()","0.134000","localhost ()","ATT","14","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"426","66914.072000","remote ()","0.469000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"428","66914.072000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"430","66914.118000","controller","0.039000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"435","66914.548000","controller","0.092000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"439","66915.128000","remote ()","0.412000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"445","66915.914000","localhost ()","0.152000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"447","66916.012000","controller","0.065000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"450","66916.145000","remote ()","0.011000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"451","66916.149000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
