"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"40","70559.948000","localhost ()","0.179000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"42","70560.159000","remote ()","0.160000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"43","70560.163000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"44","70560.166000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"45","70560.362000","controller","0.196000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"48","70560.451000","remote ()","0.014000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"50","70560.451000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"52","70560.673000","controller","0.219000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"57","70561.319000","remote ()","0.065000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"58","70561.323000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"59","70561.323000","remote ()","0.000000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"60","70561.325000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"62","70561.467000","remote ()","0.013000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"63","70561.467000","remote ()","0.000000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"64","70561.469000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"66","70561.610000","remote ()","0.053000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"67","70561.612000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"68","70561.614000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"69","70561.755000","remote ()","0.141000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"73","70561.901000","remote ()","0.039000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"74","70561.903000","remote ()","0.002000","localhost ()","ATT","15","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"75","70561.903000","remote ()","0.000000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"80","70563.079000","controller","0.301000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"168","70563.340000","localhost ()","0.001000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"173","70563.352000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"186","70563.380000","remote ()","0.004000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"188","70563.383000","localhost ()","0.003000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"189","70563.384000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"190","70563.385000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"191","70563.386000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"192","70563.386000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"193","70563.387000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"194","70563.388000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"195","70563.389000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"196","70563.390000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"197","70563.391000","localhost ()","0.001000","remote ()","ATT","43","Sent Write Command, Handle: 0x0012 (Unknown)"
"198","70563.391000","localhost ()","0.000000","remote ()","ATT","14","Sent Write Command, Handle: 0x0012 (Unknown)"
"199","70563.414000","controller","0.023000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"200","70563.414000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"201","70563.443000","controller","0.029000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"202","70563.443000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"203","70563.447000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"204","70563.447000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"205","70563.474000","controller","0.027000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"206","70563.475000","controller","0.001000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"207","70563.477000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"208","70563.477000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"211","70563.650000","controller","0.156000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"215","70564.076000","remote ()","0.176000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"217","70564.436000","remote ()","0.114000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"232","70566.207000","remote ()","0.020000","localhost ()","ATT","14","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"452","70570.134000","remote ()","0.042000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"454","70570.135000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"456","70570.206000","controller","0.066000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"463","70570.603000","controller","0.017000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"475","70571.756000","localhost ()","0.261000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"479","70572.052000","remote ()","0.216000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"480","70572.056000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"481","70572.059000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"483","70572.347000","controller","0.158000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"492","70572.921000","remote ()","0.136000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"494","70573.068000","remote ()","0.098000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"495","70573.070000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"496","70573.074000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"500","70573.357000","remote ()","0.017000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"501","70573.358000","remote ()","0.001000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"502","70573.359000","remote ()","0.001000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"504","70573.503000","remote ()","0.015000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"505","70573.503000","remote ()","0.000000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"506","70573.507000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"508","70573.646000","remote ()","0.124000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"509","70573.647000","remote ()","0.001000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"510","70573.647000","remote ()","0.000000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"519","70574.574000","localhost ()","0.048000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"520","70574.802000","controller","0.228000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"522","70574.805000","remote ()","0.003000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"524","70574.807000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"525","70574.808000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"526","70574.809000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"527","70574.810000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
