"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"59","77941.800000","remote ()","0.064000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"60","77941.800000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"61","77941.862000","remote ()","0.062000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"62","77941.862000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"63","77941.865000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"65","77941.891000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"66","77941.919000","remote ()","0.028000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"67","77941.919000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"68","77941.980000","remote ()","0.061000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"69","77941.980000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"70","77941.984000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"72","77942.077000","controller","0.093000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"251","77944.171000","remote ()","0.025000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"253","77944.171000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"257","77944.251000","controller","0.065000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"268","77944.650000","controller","0.047000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"353","77948.853000","remote ()","0.079000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"435","77949.723000","remote ()","0.228000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"444","77951.753000","remote ()","0.191000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"621","77953.928000","remote ()","0.111000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"628","77954.798000","remote ()","0.080000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"647","77957.842000","remote ()","0.417000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"779","77959.873000","remote ()","0.008000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"902","77961.904000","remote ()","0.001000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1098","77963.932000","remote ()","0.396000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1112","77966.978000","remote ()","0.148000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1128","77971.038000","remote ()","0.005000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1288","77973.213000","remote ()","0.357000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1292","77974.063000","localhost ()","0.288000","remote ()","ATT","20","Sent Handle Value Notification, Handle: 0x0028 (Unknown)"
"1303","77974.084000","remote ()","0.003000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"1304","77974.084000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1331","77974.518000","remote ()","0.027000","localhost ()","ATT","30","Rcvd Write Request, Handle: 0x0025 (Unknown)"
"1332","77974.521000","localhost ()","0.003000","remote ()","ATT","10","Sent Write Response, Handle: 0x0025 (Unknown)"
"1333","77974.521000","localhost ()","0.000000","remote ()","ATT","89","Sent Handle Value Notification, Handle: 0x002b (Unknown)"
