"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"46","79517.616000","remote ()","0.230000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"243","79525.736000","remote ()","0.264000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"254","79527.766000","remote ()","0.287000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"263","79529.795000","remote ()","0.029000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"424","79531.826000","remote ()","0.205000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"427","79532.986000","remote ()","0.439000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"431","79534.871000","remote ()","0.312000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"435","79535.838000","localhost ()","0.277000","remote ()","ATT","20","Sent Handle Value Notification, Handle: 0x0028 (Unknown)"
"474","79536.323000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"478","79536.466000","remote ()","0.033000","localhost ()","ATT","30","Rcvd Write Request, Handle: 0x0025 (Unknown)"
"479","79536.469000","localhost ()","0.003000","remote ()","ATT","10","Sent Write Response, Handle: 0x0025 (Unknown)"
"480","79536.469000","localhost ()","0.000000","remote ()","ATT","91","Sent Handle Value Notification, Handle: 0x002b (Unknown)"
"482","79536.611000","controller","0.045000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"483","79536.611000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"653","79540.448000","localhost ()","0.261000","remote ()","ATT","20","Sent Handle Value Notification, Handle: 0x0028 (Unknown)"
"693","79540.950000","controller","0.138000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"695","79540.963000","remote ()","0.013000","localhost ()","ATT","30","Rcvd Write Request, Handle: 0x0025 (Unknown)"
"696","79540.966000","localhost ()","0.003000","remote ()","ATT","10","Sent Write Response, Handle: 0x0025 (Unknown)"
"697","79540.966000","localhost ()","0.000000","remote ()","ATT","94","Sent Handle Value Notification, Handle: 0x002b (Unknown)"
"700","79541.109000","controller","0.026000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"701","79541.109000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"706","79541.830000","remote ()","0.173000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"734","79548.936000","remote ()","0.026000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"877","79550.095000","remote ()","0.004000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
