"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"1091","119200.476000","remote ()","6.773000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1092","119200.476000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1093","119200.746000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1094","119200.746000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1095","119200.750000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1096","119201.165000","controller","0.415000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2975","119230.581000","remote ()","0.208000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2976","119230.581000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2978","119230.851000","remote ()","0.189000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2979","119230.851000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2980","119230.855000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2983","119231.243000","controller","0.284000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3713","119260.686000","remote ()","0.265000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3714","119260.686000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3717","119260.956000","remote ()","0.194000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3718","119260.956000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3719","119260.960000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3720","119261.322000","controller","0.362000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4325","119290.656000","remote ()","0.210000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4326","119290.657000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4328","119290.926000","remote ()","0.169000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4329","119290.927000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4330","119290.930000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4331","119291.320000","controller","0.390000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5024","119320.762000","remote ()","0.164000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5025","119320.762000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5026","119321.032000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5027","119321.032000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5028","119321.036000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5030","119321.368000","controller","0.167000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6313","119350.867000","remote ()","0.153000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"6314","119350.868000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"6319","119351.054000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6321","119351.139000","remote ()","0.058000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"6322","119351.139000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"6325","119351.372000","controller","0.074000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
