"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"1378","135883.243000","remote ()","0.106000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1379","135883.243000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1450","135883.450000","controller","0.059000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1452","135883.513000","remote ()","0.063000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1453","135883.513000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1462","135883.849000","controller","0.240000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2414","135913.349000","remote ()","0.282000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2415","135913.349000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2416","135913.618000","controller","0.269000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2418","135913.619000","remote ()","0.001000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2419","135913.619000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2420","135913.954000","controller","0.335000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3181","135943.589000","remote ()","0.224000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3182","135943.589000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3183","135943.859000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3184","135943.859000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3185","135943.863000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3189","135944.207000","controller","0.227000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3945","135973.560000","remote ()","0.200000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3946","135973.560000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3948","135973.829000","remote ()","0.217000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3949","135973.830000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3950","135973.833000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3952","135974.216000","controller","0.309000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
