"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"10","68036.422000","localhost ()","0.196000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"46","68037.000000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"50","68037.143000","remote ()","0.061000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"51","68037.147000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"53","68037.288000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"55","68037.433000","remote ()","0.069000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"57","68037.433000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"60","68037.578000","remote ()","0.125000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"61","68037.582000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"62","68037.724000","remote ()","0.142000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"63","68037.726000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"64","68037.728000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"65","68037.730000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"66","68037.868000","remote ()","0.138000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"68","68038.014000","remote ()","0.087000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"69","68038.016000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"70","68038.017000","remote ()","0.001000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"71","68038.159000","remote ()","0.142000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"72","68038.161000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"73","68038.304000","remote ()","0.143000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"74","68038.305000","remote ()","0.001000","localhost ()","ATT","159","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"75","68038.307000","remote ()","0.002000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"229","68039.118000","localhost ()","0.203000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"230","68039.224000","controller","0.106000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"233","68039.317000","remote ()","0.062000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"234","68039.320000","localhost ()","0.003000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"235","68039.321000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"236","68039.321000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"237","68039.322000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
