"No.","Time","Delta Time","Source","Destination","Protocol","Length","Info"
"1854","348063.810000","0.000000","controller","host","HCI_EVT","34","Rcvd LE Meta (LE Enhanced Connection Complete)"
"1864","348063.848000","0.000000","host","controller","HCI_CMD","6","Sent Read Remote Version Information"
"1867","348063.854000","0.000000","controller","host","HCI_EVT","11","Rcvd Read Remote Version Information Complete"
"1868","348063.854000","0.000000","host","controller","HCI_CMD","6","Sent LE Read Remote Features"
"1882","348064.034000","0.000000","controller","host","HCI_EVT","15","Rcvd LE Meta (LE Read Remote Features Complete)"
"1883","348064.035000","0.001000","localhost ()","68:e2:9b:5f:f7:f4 (BPM Connect E4)","L2CAP","16","Sent "
"1884","348064.038000","0.003000","localhost ()","68:e2:9b:5f:f7:f4 (BPM Connect E4)","ATT","12","Sent Exchange MTU Request, Client Rx MTU: 185"
"1885","348064.065000","0.027000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1886","348064.065000","0.000000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1890","348064.093000","0.010000","68:e2:9b:5f:f7:f4 (BPM Connect E4)","localhost ()","L2CAP","19","Rcvd Command Reject"
"1891","348064.093000","0.000000","68:e2:9b:5f:f7:f4 (BPM Connect E4)","localhost ()","ATT","12","Rcvd Exchange MTU Response, Server Rx MTU: 185"
"1900","348064.116000","0.000000","localhost ()","68:e2:9b:5f:f7:f4 (BPM Connect E4)","ATT","16","Sent Read By Group Type Request, GATT Primary Service Declaration, Handles: 0x0001..0xffff"
"1903","348064.124000","0.004000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1918","348064.153000","0.004000","68:e2:9b:5f:f7:f4 (BPM Connect E4)","localhost ()","ATT","17","Rcvd Read By Group Type Response, Attribute List Length: 1, Generic Attribute Profile"
"1919","348064.153000","0.000000","localhost ()","68:e2:9b:5f:f7:f4 (BPM Connect E4)","ATT","16","Sent Read By Group Type Request, GATT Primary Service Declaration, Handles: 0x0005..0xffff"
"1932","348064.182000","0.004000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1937","348064.211000","0.004000","68:e2:9b:5f:f7:f4 (BPM Connect E4)","localhost ()","ATT","17","Rcvd Read By Group Type Response, Attribute List Length: 1, Generic Access Profile"
"1938","348064.211000","0.000000","localhost ()","68:e2:9b:5f:f7:f4 (BPM Connect E4)","ATT","16","Sent Read By Group Type Request, GATT Primary Service Declaration, Handles: 0x000a..0xffff"
"1941","348064.271000","0.054000","68:e2:9b:5f:f7:f4 (BPM Connect E4)","localhost ()","ATT","31","Rcvd Read By Group Type Response, Attribute List Length: 1, Unknown"
"1942","348064.271000","0.000000","localhost ()","68:e2:9b:5f:f7:f4 (BPM Connect E4)","ATT","16","Sent Read By Group Type Request, GATT Primary Service Declaration, Handles: 0x000e..0xffff"
"1943","348064.274000","0.003000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1944","348064.332000","0.058000","68:e2:9b:5f:f7:f4 (BPM Connect E4)","localhost ()","ATT","14","Rcvd Error Response - Attribute Not Found, Handle: 0x000e (Unknown: Unknown)"
"1945","348064.332000","0.000000","localhost ()","68:e2:9b:5f:f7:f4 (BPM Connect E4)","ATT","16","Sent Read By Type Request, Device Name, Handles: 0x0005..0x0009"
