"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"1020","133586.199000","remote ()","0.003000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1051","133586.257000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1059","133586.468000","remote ()","0.153000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1060","133586.468000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1061","133586.472000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1064","133586.887000","controller","0.252000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1988","133616.439000","remote ()","0.148000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1989","133616.439000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1992","133616.709000","remote ()","0.136000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1993","133616.709000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1994","133616.712000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1996","133617.047000","controller","0.189000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2646","133646.274000","remote ()","0.015000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2647","133646.275000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2648","133646.544000","remote ()","0.269000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2649","133646.544000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2650","133646.547000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2652","133646.909000","controller","0.335000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3276","133676.380000","remote ()","0.088000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3277","133676.380000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3278","133676.650000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3279","133676.650000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3280","133676.653000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3281","133676.954000","controller","0.301000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4335","133706.484000","remote ()","0.086000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4336","133706.485000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4337","133706.833000","controller","0.348000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4338","133707.025000","remote ()","0.192000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4339","133707.025000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4342","133707.218000","controller","0.007000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5306","133736.592000","remote ()","0.031000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5307","133736.593000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5309","133736.836000","controller","0.122000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5311","133736.862000","remote ()","0.026000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5312","133736.862000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5315","133737.079000","controller","0.068000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
