"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"151","591200.898000","remote ()","0.004000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"159","591201.257000","remote ()","0.001000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"160","591201.257000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"161","591201.307000","controller","0.050000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"163","591201.318000","remote ()","0.011000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"164","591201.319000","localhost ()","0.001000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"165","591201.381000","controller","0.062000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"167","591201.407000","remote ()","0.026000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"169","591201.407000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"173","591201.467000","remote ()","0.047000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"174","591201.467000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"175","591201.470000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"176","591201.527000","remote ()","0.057000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"177","591201.527000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"178","591201.530000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"180","591201.604000","controller","0.071000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"188","591201.878000","controller","0.035000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"434","591203.183000","remote ()","0.213000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"439","591203.327000","remote ()","0.051000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0021 (Unknown)"
"440","591203.328000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0021 (Unknown)"
"442","591203.565000","controller","0.129000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"447","591204.053000","remote ()","0.183000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"459","591205.210000","remote ()","0.154000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
