"No.","Time","Delta Time","Source","Destination","Protocol","Length","Info"
"23","160045.460000","0.012000","localhost ()","remote ()","ATT","51","Sent Write Command, Handle: 0x004d (Unknown)"
"30","160045.617000","0.120000","remote ()","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x004d (Unknown)"
"33","160045.654000","0.004000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"47","160047.461000","0.269000","localhost ()","remote ()","ATT","51","Sent Write Command, Handle: 0x004d (Unknown)"
"173","160047.737000","0.004000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"195","160047.778000","0.002000","remote ()","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x004d (Unknown)"
"227","160048.461000","0.015000","localhost ()","remote ()","ATT","51","Sent Write Command, Handle: 0x004d (Unknown)"
"230","160048.780000","0.075000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"232","160048.812000","0.032000","remote ()","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x004d (Unknown)"
"242","160050.461000","0.161000","localhost ()","remote ()","ATT","51","Sent Write Command, Handle: 0x004d (Unknown)"
"246","160050.713000","0.107000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"248","160050.748000","0.035000","remote ()","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x004d (Unknown)"
"253","160051.462000","0.266000","localhost ()","remote ()","ATT","51","Sent Write Command, Handle: 0x004d (Unknown)"
"260","160051.805000","0.043000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"263","160051.829000","0.022000","remote ()","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x004d (Unknown)"
"278","160053.461000","0.173000","localhost ()","remote ()","ATT","51","Sent Write Command, Handle: 0x004d (Unknown)"
"282","160053.853000","0.091000","remote ()","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x004d (Unknown)"
"283","160053.879000","0.026000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"298","160055.471000","0.110000","localhost ()","remote ()","ATT","51","Sent Write Command, Handle: 0x004d (Unknown)"
"299","160055.768000","0.297000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"301","160055.789000","0.021000","remote ()","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x004d (Unknown)"
