"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"200","67449.315000","localhost ()","0.143000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"206","67449.797000","controller","0.060000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"208","67449.888000","remote ()","0.091000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"209","67449.892000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"210","67450.103000","controller","0.211000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"212","67450.178000","remote ()","0.075000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"214","67450.179000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"216","67450.324000","remote ()","0.142000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"217","67450.328000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"218","67450.360000","controller","0.032000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"222","67450.471000","remote ()","0.005000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"223","67450.473000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"224","67450.476000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"225","67450.615000","remote ()","0.139000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"227","67450.760000","remote ()","0.106000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"228","67450.904000","remote ()","0.144000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"229","67450.907000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"230","67450.909000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"231","67451.050000","remote ()","0.141000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"232","67451.051000","remote ()","0.001000","localhost ()","ATT","53","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"233","67451.051000","remote ()","0.000000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"324","67452.061000","localhost ()","0.000000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"343","67452.353000","remote ()","0.152000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"344","67452.357000","localhost ()","0.004000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"345","67452.358000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"346","67452.359000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"347","67452.360000","controller","0.001000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"348","67452.360000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"349","67452.361000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"350","67452.362000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"351","67452.363000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"352","67452.363000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"353","67452.364000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"354","67452.364000","localhost ()","0.000000","remote ()","ATT","43","Sent Write Command, Handle: 0x0012 (Unknown)"
"355","67452.364000","localhost ()","0.000000","remote ()","ATT","14","Sent Write Command, Handle: 0x0012 (Unknown)"
"357","67452.504000","controller","0.014000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"358","67452.504000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"359","67452.646000","controller","0.142000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"360","67452.646000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"362","67452.812000","controller","0.058000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"363","67452.812000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"364","67452.814000","controller","0.002000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"367","67452.844000","controller","0.025000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"368","67452.844000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"369","67452.871000","remote ()","0.027000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"370","67452.871000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"371","67452.871000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"372","67452.973000","controller","0.102000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"375","67453.264000","remote ()","0.234000","localhost ()","ATT","14","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"422","67456.445000","remote ()","0.079000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"458","67458.095000","remote ()","0.182000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"460","67458.096000","localhost ()","0.001000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"462","67458.148000","controller","0.045000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"471","67458.590000","controller","0.069000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"629","67459.649000","localhost ()","0.080000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"631","67459.933000","controller","0.277000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"633","67460.041000","remote ()","0.108000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"634","67460.046000","localhost ()","0.005000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"636","67460.205000","controller","0.089000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"639","67460.476000","remote ()","0.174000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"640","67460.479000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
