"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"137","68656.589000","localhost ()","0.019000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"138","68656.734000","controller","0.145000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"141","68656.877000","remote ()","0.127000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"142","68656.881000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"145","68657.098000","controller","0.167000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"149","68657.169000","remote ()","0.015000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"151","68657.169000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"153","68657.312000","remote ()","0.137000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"155","68657.459000","remote ()","0.122000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"156","68657.460000","remote ()","0.001000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"157","68657.465000","remote ()","0.005000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"158","68657.466000","controller","0.001000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"161","68657.603000","remote ()","0.109000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"162","68657.606000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"163","68657.609000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"165","68657.748000","remote ()","0.075000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"166","68657.749000","remote ()","0.001000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"167","68657.754000","remote ()","0.005000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"169","68657.894000","remote ()","0.035000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"170","68657.894000","remote ()","0.000000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"171","68657.894000","remote ()","0.000000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"324","68658.953000","localhost ()","0.025000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"330","68659.347000","controller","0.012000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"333","68659.487000","remote ()","0.138000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"334","68659.491000","localhost ()","0.004000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"335","68659.492000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"336","68659.493000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"337","68659.494000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"338","68659.494000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
