"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"985","134351.926000","remote ()","1.306000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"986","134351.926000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"988","134352.196000","remote ()","0.085000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"989","134352.196000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"990","134352.199000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"991","134352.549000","controller","0.350000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1839","134382.031000","remote ()","0.107000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1840","134382.032000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1841","134382.256000","controller","0.224000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1843","134382.302000","remote ()","0.046000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1844","134382.302000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1845","134382.574000","controller","0.272000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2609","134412.002000","remote ()","0.096000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2610","134412.002000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2611","134412.221000","controller","0.219000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2614","134412.273000","remote ()","0.002000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2615","134412.273000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2616","134412.648000","controller","0.375000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3170","134442.107000","remote ()","0.144000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3171","134442.107000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3172","134442.464000","controller","0.357000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3174","134442.513000","remote ()","0.017000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3175","134442.513000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3178","134442.807000","controller","0.242000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
