"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"2253","134952.951000","remote ()","0.229000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2254","134952.951000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2272","134953.221000","remote ()","0.180000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2273","134953.221000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2274","134953.224000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2275","134953.588000","controller","0.364000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3096","134983.056000","remote ()","0.039000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3097","134983.056000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3098","134983.254000","controller","0.198000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3101","134983.327000","remote ()","0.016000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3102","134983.327000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3104","134983.519000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4250","135013.029000","remote ()","0.021000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4251","135013.029000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4252","135013.296000","remote ()","0.267000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4253","135013.297000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4254","135013.299000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4256","135013.715000","controller","0.354000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5017","135043.132000","remote ()","0.105000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5018","135043.132000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5020","135043.360000","controller","0.069000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5022","135043.402000","remote ()","0.042000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5023","135043.402000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5024","135043.737000","controller","0.335000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
