"No.","Time","Delta Time","Source","Destination","Protocol","Length","Info"
"1890","51263.255000","0.003000","controller","host","HCI_EVT","34","Rcvd LE Meta (LE Enhanced Connection Complete)"
"1899","51263.281000","0.000000","host","controller","HCI_CMD","6","Sent Read Remote Version Information"
"1910","51263.324000","0.000000","controller","host","HCI_EVT","11","Rcvd Read Remote Version Information Complete"
"1911","51263.325000","0.001000","localhost ()","TexasIns_7f:84:d2 (KN-550BT 110)","ATT","12","Sent Exchange MTU Request, Client Rx MTU: 185"
"1915","51263.354000","0.000000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1919","51263.384000","0.011000","TexasIns_7f:84:d2 (KN-550BT 110)","localhost ()","ATT","12","Rcvd Exchange MTU Response, Server Rx MTU: 23"
"1920","51263.384000","0.000000","localhost ()","TexasIns_7f:84:d2 (KN-550BT 110)","ATT","16","Sent Read By Group Type Request, GATT Primary Service Declaration, Handles: 0x0001..0xffff"
"1924","51263.418000","0.008000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1928","51263.444000","0.018000","TexasIns_7f:84:d2 (KN-550BT 110)","localhost ()","ATT","23","Rcvd Read By Group Type Response, Attribute List Length: 2, Generic Access Profile, Generic Attribute Profile"
"1929","51263.444000","0.000000","localhost ()","TexasIns_7f:84:d2 (KN-550BT 110)","ATT","16","Sent Read By Group Type Request, GATT Primary Service Declaration, Handles: 0x0010..0xffff"
"1936","51263.476000","0.002000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1953","51263.503000","0.004000","TexasIns_7f:84:d2 (KN-550BT 110)","localhost ()","ATT","31","Rcvd Read By Group Type Response, Attribute List Length: 1, Unknown"
"1954","51263.503000","0.000000","localhost ()","TexasIns_7f:84:d2 (KN-550BT 110)","ATT","16","Sent Read By Group Type Request, GATT Primary Service Declaration, Handles: 0x0016..0xffff"
"1969","51263.534000","0.004000","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets"
