"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"809","134062.888000","remote ()","0.078000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"810","134062.888000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"813","134063.132000","controller","0.131000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"815","134063.159000","remote ()","0.027000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"816","134063.160000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"820","134063.376000","controller","0.060000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1729","134092.993000","remote ()","0.296000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1730","134092.994000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1731","134093.246000","controller","0.252000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1733","134093.265000","remote ()","0.019000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1734","134093.265000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1736","134093.575000","controller","0.265000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2623","134123.233000","remote ()","0.037000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2624","134123.233000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2696","134123.436000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2697","134123.503000","remote ()","0.067000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2698","134123.503000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2699","134123.749000","controller","0.246000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3379","134153.338000","remote ()","0.418000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3380","134153.339000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3381","134153.565000","controller","0.226000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3383","134153.607000","remote ()","0.042000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3384","134153.608000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3385","134153.838000","controller","0.230000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4137","134183.174000","remote ()","0.217000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4138","134183.175000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4142","134183.444000","remote ()","0.207000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4143","134183.444000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4144","134183.447000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4146","134183.862000","controller","0.359000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4681","134213.279000","remote ()","0.641000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4682","134213.280000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4683","134213.549000","remote ()","0.269000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4684","134213.550000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4685","134213.551000","controller","0.001000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4687","134213.826000","controller","0.275000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
