"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"1014","132717.466000","remote ()","0.373000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1015","132717.466000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1016","132717.736000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1017","132717.736000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1018","132717.738000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1019","132718.000000","controller","0.262000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1871","132747.571000","remote ()","0.776000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1872","132747.571000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1874","132747.841000","remote ()","0.124000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1875","132747.841000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1876","132747.843000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1877","132748.177000","controller","0.334000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2489","132777.541000","remote ()","0.390000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2490","132777.541000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2492","132777.811000","remote ()","0.096000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2493","132777.811000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2494","132777.814000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2495","132778.147000","controller","0.333000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3009","132807.646000","remote ()","0.219000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3010","132807.646000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3011","132807.916000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3012","132807.916000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3013","132807.919000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3016","132808.252000","controller","0.219000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3777","132837.752000","remote ()","0.234000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3778","132837.752000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3779","132838.021000","remote ()","0.269000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"3780","132838.022000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"3781","132838.024000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"3782","132838.383000","controller","0.359000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4534","132867.858000","remote ()","0.678000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4535","132867.858000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4536","132868.087000","controller","0.229000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4538","132868.127000","remote ()","0.040000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4539","132868.128000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4540","132868.503000","controller","0.375000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
