"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"204","69587.324000","localhost ()","0.000000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"214","69587.353000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"255","69587.494000","remote ()","0.007000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"256","69587.499000","localhost ()","0.005000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"288","69587.677000","controller","0.024000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"292","69587.783000","remote ()","0.029000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"294","69587.784000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"298","69588.079000","controller","0.226000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"299","69588.508000","remote ()","0.429000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"300","69588.512000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"301","69588.512000","remote ()","0.000000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"302","69588.517000","remote ()","0.005000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"336","69588.655000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"424","69588.800000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"454","69588.944000","remote ()","0.098000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"455","69588.947000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"456","69588.949000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"458","69589.089000","remote ()","0.101000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"460","69589.236000","remote ()","0.012000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"461","69589.236000","remote ()","0.000000","localhost ()","ATT","117","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"462","69589.239000","remote ()","0.003000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"467","69589.814000","remote ()","0.127000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"469","69590.087000","localhost ()","0.140000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"470","69590.135000","controller","0.048000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"473","69590.248000","remote ()","0.079000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"474","69590.250000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"475","69590.251000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"476","69590.253000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"477","69590.254000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"478","69590.255000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"479","69590.256000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"480","69590.257000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"481","69590.257000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"482","69590.257000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"483","69590.258000","localhost ()","0.001000","remote ()","ATT","43","Sent Write Command, Handle: 0x0012 (Unknown)"
"484","69590.258000","localhost ()","0.000000","remote ()","ATT","14","Sent Write Command, Handle: 0x0012 (Unknown)"
"485","69590.417000","controller","0.159000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"486","69590.417000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"487","69590.421000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"488","69590.421000","controller","0.000000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"491","69590.449000","controller","0.024000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"492","69590.449000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"493","69590.477000","controller","0.028000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"494","69590.477000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"495","69590.480000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"496","69590.480000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"497","69590.506000","controller","0.026000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"498","69590.506000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"505","69591.140000","remote ()","0.078000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"506","69591.199000","remote ()","0.059000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"527","69592.490000","remote ()","0.127000","localhost ()","ATT","14","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"577","69596.692000","remote ()","0.004000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"579","69596.692000","localhost ()","0.000000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"582","69596.870000","controller","0.157000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"583","69597.211000","controller","0.341000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
"594","69598.551000","localhost ()","0.044000","remote ()","ATT","25","Sent Write Command, Handle: 0x0012 (Unknown)"
"743","69599.241000","remote ()","0.194000","localhost ()","ATT","26","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"744","69599.241000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"746","69599.245000","localhost ()","0.004000","remote ()","ATT","15","Sent Write Command, Handle: 0x0012 (Unknown)"
"747","69599.536000","controller","0.291000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"752","69599.963000","remote ()","0.097000","localhost ()","ATT","19","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"753","69599.967000","remote ()","0.004000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"754","69599.967000","remote ()","0.000000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"755","69599.969000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"759","69600.109000","remote ()","0.055000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"760","69600.112000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"761","69600.114000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"765","69600.254000","remote ()","0.082000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"766","69600.257000","remote ()","0.003000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"767","69600.259000","remote ()","0.002000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"769","69600.402000","remote ()","0.048000","localhost ()","ATT","194","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"770","69600.402000","remote ()","0.000000","localhost ()","ATT","22","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"771","69600.402000","remote ()","0.000000","localhost ()","ATT","21","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"778","69600.978000","remote ()","0.083000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"781","69601.353000","localhost ()","0.094000","remote ()","ATT","22","Sent Write Command, Handle: 0x0012 (Unknown)"
"787","69601.925000","controller","0.150000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"789","69601.994000","remote ()","0.069000","localhost ()","L2CAP","21","Rcvd Connection Parameter Update Request"
"790","69601.994000","remote ()","0.000000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"792","69601.995000","localhost ()","0.001000","remote ()","L2CAP","15","Sent Connection Parameter Update Response (Accepted)"
"793","69601.996000","remote ()","0.001000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"795","69601.998000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"796","69602.000000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"797","69602.002000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"798","69602.003000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"799","69602.003000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"800","69602.005000","localhost ()","0.002000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"801","69602.005000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"802","69602.006000","localhost ()","0.001000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"803","69602.006000","localhost ()","0.000000","remote ()","ATT","194","Sent Write Command, Handle: 0x0012 (Unknown)"
"804","69602.006000","localhost ()","0.000000","remote ()","ATT","43","Sent Write Command, Handle: 0x0012 (Unknown)"
"805","69602.007000","localhost ()","0.001000","remote ()","ATT","14","Sent Write Command, Handle: 0x0012 (Unknown)"
"809","69602.140000","controller","0.005000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"812","69602.144000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"885","69602.722000","controller","0.423000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"886","69602.722000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"887","69602.801000","controller","0.079000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"889","69602.867000","controller","0.066000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"890","69602.867000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"893","69603.445000","remote ()","0.204000","localhost ()","ATT","32","Rcvd Handle Value Notification, Handle: 0x001e (Unknown)"
"894","69603.447000","controller","0.002000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"895","69603.447000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"896","69603.451000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"897","69603.451000","controller","0.000000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"898","69603.588000","remote ()","0.137000","localhost ()","ATT","18","Rcvd Handle Value Notification, Handle: 0x0017 (Unknown)"
"899","69603.738000","controller","0.150000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"905","69604.603000","controller","0.221000","host","HCI_EVT","13","Rcvd LE Meta (LE Connection Update Complete)"
