"No.","Time","Source","Delta Time","Destination","Protocol","Length","Info"
"989","118887.813000","remote ()","1.726000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"990","118887.813000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"991","118888.083000","remote ()","0.270000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"992","118888.084000","localhost ()","0.001000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"993","118888.087000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"994","118888.353000","remote ()","0.266000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"995","118888.353000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"996","118888.357000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"997","118888.758000","remote ()","0.401000","localhost ()","ATT","111","Rcvd Handle Value Indication, Handle: 0x001a (Unknown)"
"998","118888.758000","localhost ()","0.000000","remote ()","ATT","10","Sent Handle Value Confirmation, Handle: 0x001a (Unknown)"
"999","118888.762000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1000","118889.092000","controller","0.330000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"1001","118889.568000","remote ()","0.476000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"1002","118889.568000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"1003","118889.911000","controller","0.343000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2654","118919.537000","remote ()","0.107000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2655","118919.537000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2656","118919.731000","controller","0.194000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"2658","118919.807000","remote ()","0.075000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"2659","118919.807000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"2660","118920.024000","controller","0.217000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4115","118949.642000","remote ()","0.200000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4116","118949.642000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4117","118949.912000","remote ()","0.270000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"4118","118949.912000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"4119","118949.915000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"4121","118950.118000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5513","118980.017000","remote ()","0.199000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5514","118980.018000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5517","118980.245000","controller","0.117000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"5520","118980.288000","remote ()","0.020000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"5521","118980.289000","localhost ()","0.001000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"5525","118980.503000","controller","0.035000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6863","119009.853000","remote ()","0.093000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"6864","119009.853000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"6865","119010.124000","remote ()","0.271000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"6866","119010.124000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"6867","119010.127000","controller","0.003000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"6868","119010.458000","controller","0.331000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"7956","119039.959000","remote ()","0.200000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"7957","119039.959000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"7967","119040.145000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
"8008","119040.230000","remote ()","0.005000","localhost ()","ATT","14","Rcvd Write Request, Handle: 0x0046 (Unknown)"
"8037","119040.282000","localhost ()","0.000000","remote ()","ATT","10","Sent Write Response, Handle: 0x0046 (Unknown)"
"8116","119040.445000","controller","0.004000","host","HCI_EVT","8","Rcvd Number of Completed Packets"
